Material ID,Formula,Crystal System,Sites,Energy Above Hull,Formation Energy,Volume,Density,Band Gap,Is Gap Direct,Is Metal,Magnetic Ordering,Total Magnetization
mp-20536,CoSn,Hexagonal,6,0,-0.095879676,99.80698048,8.86661826,0,False,True,NM,2.00E-07
mp-1102370,Ta2Co,Hexagonal,12,0.469105702,0.234310463,192.3201703,14.53415768,0,False,True,NM,0.0017043
mp-1079065,Zr3Co,Hexagonal,8,0.331596074,0.166364378,155.2278484,7.116041687,0,False,True,NM,0.0179619
mp-1274,CoS,Hexagonal,4,0.184856168,-0.275573349,49.84316698,6.063260702,0,False,True,NM,4.95E-05
mp-15679,CoAs,Hexagonal,8,0.030691625,-0.186896654,107.4432956,8.27491804,0,False,True,NM,3.20E-06
mp-2644,CoSb,Hexagonal,4,0.059708563,-0.03888082,66.00239566,9.092036928,0,False,True,NM,0.0145403
mp-426,CoSe,Hexagonal,4,0.134756361,-0.171329268,58.68779231,7.803225451,0,False,True,NM,0.033807
mp-788,CoTe,Hexagonal,4,0.090380631,-0.04827949,70.18963917,8.825965233,0,False,True,NM,0.0061255
mp-10692,CoGe,Cubic,8,0.023182269,-0.049292305,96.03885657,9.099751423,0,False,True,NM,5.00E-07
mp-7577,CoSi,Cubic,8,0,-0.492925353,84.20725642,6.863918798,0,False,True,NM,0
mp-1080107,UCo,Cubic,8,0,-0.153461822,122.6701098,16.0794566,0,False,True,NM,2.00E-07
mp-1194075,CoN12,Triclinic,26,1.577843696,1.577843696,467.5332864,1.612569432,0.3277,True,False,FM,15.9998509
mp-1317,CoSb3,Cubic,16,0,-0.147884075,371.0008899,7.594834427,0.1633,True,False,NM,0
mp-1944,CoP3,Cubic,16,0,-0.495244298,226.7686922,4.447885564,0,False,True,NM,0
mp-452,CoAs3,Cubic,16,0,-0.295034005,275.5006481,6.839789409,0,False,True,NM,4.00E-07
mp-1103359,CoTe2,Cubic,12,0.023586296,-0.161293866,257.5052655,8.102831473,0,False,True,FM,3.8913811
mp-2070,CoS2,Cubic,12,0,-0.454813429,168.5685482,4.849095401,0,False,True,FM,4.0000004
mp-22309,CoSe2,Cubic,12,0.011590658,-0.334087932,203.6764321,7.07186783,0,False,True,FM,3.9991899
mp-1071690,Be5Co,Cubic,6,0.002452683,-0.187673226,47.9713699,3.599777834,0,False,True,NM,0.0019839
mp-22408,CoO,Cubic,4,0,-1.271831146,45.64583883,5.451909946,0.588,True,False,AFM,7.00E-07
mp-448,CoN,Cubic,2,0.102861461,0.102861461,18.78955471,6.446110462,0,False,True,NM,1.83E-05
mp-1121,GaCo,Cubic,2,0,-0.195605955,23.08167364,9.255768941,0,False,True,FM,0.3003038
mp-2027,HfCo,Cubic,2,0,-0.434389815,31.64885856,12.45702084,0,False,True,FiM,0.962684
mp-2090,FeCo,Cubic,2,0,-0.055374125,22.88274682,8.329143276,0,False,True,FM,4.8366533
mp-2212,ScCo,Cubic,2,0,-0.291255288,31.0261824,5.560204558,0,False,True,FiM,0.2330291
mp-22746,CoSi,Cubic,2,0.201113621,-0.291811731,21.5158959,6.715869199,0,False,True,FM,0.6461222
mp-2283,ZrCo,Cubic,2,0,-0.330463393,33.00770415,7.554051238,0,False,True,FiM,1.0016962
mp-2773,BeCo,Cubic,2,0,-0.293325818,17.00935802,6.633169387,0,False,True,FM,0.3810625
mp-284,AlCo,Cubic,2,0,-0.55645613,22.41153327,6.365685462,0,False,True,NM,0
mp-823,TiCo,Cubic,2,0,-0.407105993,26.62673019,6.660445907,0,False,True,FiM,0.8650844
mp-922,CoPt3,Cubic,4,0,-0.047526425,58.13583289,18.39992014,0,False,True,FM,2.8540454
mp-1585,V3Co,Cubic,8,0,-0.145599319,98.64469161,7.12926199,0,False,True,NM,1.00E-07
mp-19079,CoO,Cubic,4,0.036914996,-1.23491615,38.3125781,6.495438705,0,False,True,FM,5.9999998
mp-2379,CoSi2,Cubic,3,0,-0.41107844,37.49040591,5.098238013,0,False,True,NM,1.20E-06
mp-1077706,Cr2Co,Cubic,6,0.287943112,0.287943112,69.87307077,7.743869859,0,False,True,FM,0.2859336
mp-1190841,Hf2Co,Cubic,24,0.074589568,-0.215003642,425.514272,12.98457239,0,False,True,NM,4.00E-07
mp-1191331,Ti2Co,Cubic,24,0.066803023,-0.204600972,348.0591112,5.903156362,0,False,True,NM,2.40E-06
mp-1191437,Zr2Co,Cubic,24,0.059122434,-0.161186494,459.5245401,6.978045685,0,False,True,NM,0.0030733
mp-30566,Ti2Co,Cubic,6,0.724629371,0.453225375,88.78231359,5.785632504,0,False,True,FM,2.3951975
mp-542488,MgCo,Cubic,24,0.028191305,0.028191305,365.8891224,4.533185585,0,False,True,FM,4.2059386
mp-1062643,CoO2,Orthorhombic,3,0.520669377,-0.551763283,59.55291931,2.535495016,0,False,True,FM,2.6573725
mp-1018672,CoAs2,Orthorhombic,6,0.019680611,-0.270437095,91.92037809,7.543079506,0,False,True,NM,0
mp-20862,CoSe2,Orthorhombic,6,0,-0.345678589,104.3675316,6.900483251,0,False,True,FM,1.9999991
mp-9835,CoSb2,Orthorhombic,6,0.040569958,-0.090882553,120.4577885,8.338777466,0,False,True,NM,2.00E-07
mp-9945,CoTe2,Orthorhombic,6,0,-0.184880162,133.8790474,7.792562801,0,False,True,FM,1.9998752
mp-1079231,KCo,Orthorhombic,8,0.816288431,0.816288431,231.6841991,2.81046576,0,False,True,FM,6.8371428
mp-1105522,CoBi3,Orthorhombic,16,0.047421941,0.047421941,429.7579993,10.600582,0,False,True,NM,0.0810026
mp-1105598,Y3Co,Orthorhombic,16,0,-0.105964573,422.7694466,5.11631849,0,False,True,AFM,0.002805
mp-1105958,Yb3Co,Orthorhombic,16,0,-0.149421581,377.5662956,10.16912711,0,False,True,NM,2.00E-07
mp-1106011,Nd3Co,Orthorhombic,16,0.025889087,0.018479296,451.8715235,7.227003768,0,False,True,FM,1.7170335
